Gene stable ID,Interpro ID,Interpro Description
WBGene00000109,IPR011034,"Formyl transferase-like, C-terminal domain superfamily"
WBGene00000109,IPR011407,10-formyltetrahydrofolate dehydrogenase
WBGene00000109,IPR015590,Aldehyde dehydrogenase domain
WBGene00000109,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
WBGene00000109,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000109,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000109,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000109,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
WBGene00000109,IPR036477,"Formyl transferase, N-terminal domain superfamily"
WBGene00000109,IPR036736,ACP-like superfamily
WBGene00000109,IPR037022,"Formyl transferase, C-terminal domain superfamily"
WBGene00000110,IPR012394,Aldehyde dehydrogenase NAD(P)-dependent
WBGene00000110,IPR015590,Aldehyde dehydrogenase domain
WBGene00000110,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000110,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000110,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000111,IPR012394,Aldehyde dehydrogenase NAD(P)-dependent
WBGene00000111,IPR015590,Aldehyde dehydrogenase domain
WBGene00000111,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000111,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000111,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000112,IPR005931,Delta-1-pyrroline-5-carboxylate dehydrogenase
WBGene00000112,IPR015590,Aldehyde dehydrogenase domain
WBGene00000112,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000112,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000112,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000113,IPR015590,Aldehyde dehydrogenase domain
WBGene00000113,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000113,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000113,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000113,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
WBGene00000114,IPR010061,Methylmalonate-semialdehyde dehydrogenase
WBGene00000114,IPR015590,Aldehyde dehydrogenase domain
WBGene00000114,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
WBGene00000114,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000114,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000114,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000115,IPR015590,Aldehyde dehydrogenase domain
WBGene00000115,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000115,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000115,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000115,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
WBGene00000116,IPR015590,Aldehyde dehydrogenase domain
WBGene00000116,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
WBGene00000116,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000116,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000116,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000116,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
WBGene00000117,IPR015590,Aldehyde dehydrogenase domain
WBGene00000117,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
WBGene00000117,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000117,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000117,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000117,IPR024453,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"
WBGene00000117,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
WBGene00000117,IPR038765,Papain-like cysteine peptidase superfamily
WBGene00000118,IPR015590,Aldehyde dehydrogenase domain
WBGene00000118,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
WBGene00000118,IPR016161,Aldehyde/histidinol dehydrogenase
WBGene00000118,IPR016162,"Aldehyde dehydrogenase, N-terminal"
WBGene00000118,IPR016163,"Aldehyde dehydrogenase, C-terminal"
WBGene00000120,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
WBGene00000120,IPR025715,"Chromatin target of PRMT1 protein, C-terminal"
WBGene00000120,IPR035979,RNA-binding domain superfamily
WBGene00000121,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
WBGene00000121,IPR025715,"Chromatin target of PRMT1 protein, C-terminal"
WBGene00000121,IPR035979,RNA-binding domain superfamily
WBGene00000122,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
WBGene00000122,IPR025715,"Chromatin target of PRMT1 protein, C-terminal"
WBGene00000122,IPR035979,RNA-binding domain superfamily
WBGene00000123,IPR000684,"RNA polymerase II, heptapeptide repeat, eukaryotic"
WBGene00000123,IPR000722,"RNA polymerase, alpha subunit"
WBGene00000123,IPR006592,"RNA polymerase, N-terminal"
WBGene00000123,IPR007066,"RNA polymerase Rpb1, domain 3"
WBGene00000123,IPR007073,"RNA polymerase Rpb1, domain 7"
WBGene00000123,IPR007075,"RNA polymerase Rpb1, domain 6"
WBGene00000123,IPR007080,"RNA polymerase Rpb1, domain 1"
WBGene00000123,IPR007081,"RNA polymerase Rpb1, domain 5"
WBGene00000123,IPR007083,"RNA polymerase Rpb1, domain 4"
WBGene00000123,IPR038120,"RNA polymerase Rpb1, funnel domain superfamily"
WBGene00000123,IPR038593,"RNA polymerase Rpb1, domain 7 superfamily"
WBGene00000123,IPR042102,"RNA polymerase Rpb1, domain 3 superfamily"
WBGene00000133,IPR001905,Ammonium transporter
WBGene00000133,IPR018047,"Ammonium transporter, conserved site"
WBGene00000133,IPR024041,Ammonium transporter AmtB-like domain
WBGene00000133,IPR029020,Ammonium/urea transporter
WBGene00000134,IPR001905,Ammonium transporter
WBGene00000134,IPR018047,"Ammonium transporter, conserved site"
WBGene00000134,IPR024041,Ammonium transporter AmtB-like domain
WBGene00000134,IPR029020,Ammonium/urea transporter
WBGene00000135,IPR001905,Ammonium transporter
WBGene00000135,IPR018047,"Ammonium transporter, conserved site"
WBGene00000135,IPR024041,Ammonium transporter AmtB-like domain
WBGene00000135,IPR029020,Ammonium/urea transporter
WBGene00000136,IPR001905,Ammonium transporter
WBGene00000136,IPR018047,"Ammonium transporter, conserved site"
WBGene00000136,IPR024041,Ammonium transporter AmtB-like domain
WBGene00000136,IPR029020,Ammonium/urea transporter
WBGene00000137,IPR002937,Amine oxidase
WBGene00000137,IPR007526,SWIRM domain
WBGene00000137,IPR009057,Homeobox-like domain superfamily
WBGene00000137,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00000137,IPR036388,Winged helix-like DNA-binding domain superfamily
WBGene00000138,IPR002937,Amine oxidase
WBGene00000138,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00000139,IPR002937,Amine oxidase
WBGene00000139,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00000140,IPR001589,"Actinin-type actin-binding domain, conserved site"
WBGene00000140,IPR001715,Calponin homology domain
WBGene00000140,IPR003103,BAG domain
WBGene00000140,IPR012315,KASH domain
WBGene00000140,IPR036872,CH domain superfamily
WBGene00000140,IPR039906,Nuclear anchorage protein 1-like
WBGene00000142,IPR000594,THIF-type NAD/FAD binding fold
WBGene00000142,IPR035985,Ubiquitin-activating enzyme
WBGene00000143,IPR001373,"Cullin, N-terminal"
WBGene00000143,IPR014786,"Anaphase-promoting complex subunit 2, C-terminal"
WBGene00000143,IPR016158,Cullin homology domain
WBGene00000143,IPR036317,Cullin homology domain superfamily
WBGene00000143,IPR036388,Winged helix-like DNA-binding domain superfamily
WBGene00000144,IPR004939,APC10/DOC domain
WBGene00000144,IPR008979,Galactose-binding-like domain superfamily
WBGene00000144,IPR016901,Anaphase-promoting complex subunit APC10/Doc1
WBGene00000145,IPR001841,"Zinc finger, RING-type"
WBGene00000145,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00000145,IPR024991,Anaphase-promoting complex subunit 11
WBGene00000146,IPR001452,SH3 domain
WBGene00000146,IPR002110,Ankyrin repeat
WBGene00000146,IPR020683,Ankyrin repeat-containing domain
WBGene00000146,IPR036028,SH3-like domain superfamily
WBGene00000146,IPR036770,Ankyrin repeat-containing domain superfamily
WBGene00000147,IPR009294,Gamma-secretase subunit Aph-1
WBGene00000148,IPR008710,Nicastrin
WBGene00000148,IPR041084,"Nicastrin, small lobe"
WBGene00000149,IPR008154,"Amyloidogenic glycoprotein, extracellular"
WBGene00000149,IPR008155,Amyloidogenic glycoprotein
WBGene00000149,IPR011178,"Amyloidogenic glycoprotein, copper-binding"
WBGene00000149,IPR011993,PH-like domain superfamily
WBGene00000149,IPR015849,"Amyloidogenic glycoprotein, heparin-binding"
WBGene00000149,IPR019543,Beta-amyloid precursor protein C-terminal
WBGene00000149,IPR019744,"Amyloidogenic glycoprotein,  copper-binding domain conserved site"
WBGene00000149,IPR019745,"Amyloidogenic glycoprotein, intracellular domain, conserved site"
WBGene00000149,IPR024329,"Amyloidogenic glycoprotein, E2 domain"
WBGene00000149,IPR036176,E2 domain superfamily
WBGene00000149,IPR036454,"Amyloidogenic glycoprotein, heparin-binding domain superfamily"
WBGene00000149,IPR036669,"Amyloidogenic glycoprotein, copper-binding domain superfamily"
WBGene00000150,IPR001392,"Clathrin adaptor, mu subunit"
WBGene00000150,IPR011012,Longin-like domain superfamily
WBGene00000150,IPR018240,"Clathrin adaptor, mu subunit, conserved site"
WBGene00000150,IPR022775,"AP complex, mu/sigma subunit"
WBGene00000150,IPR028565,Mu homology domain
WBGene00000150,IPR036168,"AP-2 complex subunit mu, C-terminal superfamily"
WBGene00000151,IPR001719,AP endonuclease 2
WBGene00000151,IPR013022,"Xylose isomerase-like, TIM barrel domain"
WBGene00000151,IPR018246,"AP endonuclease 2, zinc binding site"
WBGene00000151,IPR036237,Xylose isomerase-like superfamily
WBGene00000155,IPR000587,"Creatinase, N-terminal"
WBGene00000155,IPR000994,Peptidase M24
WBGene00000155,IPR029149,"Creatinase/Aminopeptidase P/Spt16, N-terminal"
WBGene00000155,IPR032416,"Peptidase M24, C-terminal domain"
WBGene00000155,IPR033740,Aminopeptidase P
WBGene00000155,IPR036005,Creatinase/aminopeptidase-like
WBGene00000156,IPR011989,Armadillo-like helical
WBGene00000156,IPR016024,Armadillo-type fold
WBGene00000156,IPR026818,Adenomatous polyposis coli (APC)  family
WBGene00000157,IPR000804,"Clathrin adaptor complex, small chain"
WBGene00000157,IPR011012,Longin-like domain superfamily
WBGene00000157,IPR016635,"Adaptor protein complex, sigma subunit"
WBGene00000157,IPR022775,"AP complex, mu/sigma subunit"
WBGene00000157,IPR027156,AP-2 complex subunit sigma
WBGene00000158,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
WBGene00000158,IPR008152,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain"
WBGene00000158,IPR008153,Gamma-adaptin ear (GAE) domain
WBGene00000158,IPR011989,Armadillo-like helical
WBGene00000158,IPR013041,"Clathrin adaptor, appendage, Ig-like subdomain superfamily"
WBGene00000158,IPR016024,Armadillo-type fold
WBGene00000158,IPR017107,"Adaptor protein complex AP-1, gamma subunit"
WBGene00000159,IPR000804,"Clathrin adaptor complex, small chain"
WBGene00000159,IPR011012,Longin-like domain superfamily
WBGene00000159,IPR016635,"Adaptor protein complex, sigma subunit"
WBGene00000159,IPR022775,"AP complex, mu/sigma subunit"
WBGene00000160,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
WBGene00000160,IPR008152,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain"
WBGene00000160,IPR009028,"Coatomer/calthrin adaptor appendage, C-terminal subdomain"
WBGene00000160,IPR011989,Armadillo-like helical
WBGene00000160,IPR012295,TBP domain superfamily
WBGene00000160,IPR013037,"Clathrin adaptor, beta-adaptin, appendage, Ig-like subdomain"
WBGene00000160,IPR013041,"Clathrin adaptor, appendage, Ig-like subdomain superfamily"
WBGene00000160,IPR015151,"Beta-adaptin appendage, C-terminal subdomain"
WBGene00000160,IPR016024,Armadillo-type fold
WBGene00000160,IPR016342,AP-1/2/4 complex subunit beta
WBGene00000160,IPR026739,AP complex subunit beta
WBGene00000161,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
WBGene00000161,IPR003164,"Clathrin adaptor, alpha-adaptin, appendage, C-terminal subdomain"
WBGene00000161,IPR008152,"Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain"
WBGene00000161,IPR009028,"Coatomer/calthrin adaptor appendage, C-terminal subdomain"
WBGene00000161,IPR011989,Armadillo-like helical
WBGene00000161,IPR012295,TBP domain superfamily
WBGene00000161,IPR013041,"Clathrin adaptor, appendage, Ig-like subdomain superfamily"
WBGene00000161,IPR016024,Armadillo-type fold
WBGene00000161,IPR017104,"Adaptor protein complex AP-2, alpha subunit"
WBGene00000162,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
WBGene00000162,IPR011989,Armadillo-like helical
WBGene00000162,IPR016024,Armadillo-type fold
WBGene00000162,IPR017105,"Adaptor protein complex AP-3, delta subunit"
WBGene00000163,IPR002553,"Clathrin/coatomer adaptor, adaptin-like, N-terminal"
WBGene00000163,IPR011989,Armadillo-like helical
WBGene00000163,IPR016024,Armadillo-type fold
WBGene00000163,IPR026739,AP complex subunit beta
WBGene00000163,IPR026740,AP-3 complex subunit beta
WBGene00000163,IPR029390,"AP-3 complex subunit beta, C-terminal domain"
WBGene00000164,IPR001392,"Clathrin adaptor, mu subunit"
WBGene00000164,IPR011012,Longin-like domain superfamily
WBGene00000164,IPR018240,"Clathrin adaptor, mu subunit, conserved site"
WBGene00000164,IPR022775,"AP complex, mu/sigma subunit"
WBGene00000164,IPR028565,Mu homology domain
WBGene00000164,IPR036168,"AP-2 complex subunit mu, C-terminal superfamily"
WBGene00000165,IPR000804,"Clathrin adaptor complex, small chain"
WBGene00000165,IPR011012,Longin-like domain superfamily
WBGene00000165,IPR016635,"Adaptor protein complex, sigma subunit"
WBGene00000165,IPR022775,"AP complex, mu/sigma subunit"
WBGene00000166,IPR002014,VHS domain
WBGene00000166,IPR004152,GAT domain
WBGene00000166,IPR008942,ENTH/VHS
WBGene00000166,IPR041198,"GGA, N-GAT domain"
WBGene00000168,IPR000742,EGF-like domain
WBGene00000168,IPR001774,Delta/Serrate/lag-2 (DSL) protein
WBGene00000169,IPR000425,Major intrinsic protein
WBGene00000169,IPR023271,Aquaporin-like
WBGene00000170,IPR000425,Major intrinsic protein
WBGene00000170,IPR022357,"Major intrinsic protein, conserved site"
WBGene00000170,IPR023271,Aquaporin-like
WBGene00000171,IPR000425,Major intrinsic protein
WBGene00000171,IPR022357,"Major intrinsic protein, conserved site"
WBGene00000171,IPR023271,Aquaporin-like
WBGene00000172,IPR000425,Major intrinsic protein
WBGene00000172,IPR023271,Aquaporin-like
WBGene00000172,IPR034294,Aquaporin transporter
WBGene00000173,IPR000425,Major intrinsic protein
WBGene00000173,IPR023271,Aquaporin-like
WBGene00000173,IPR034294,Aquaporin transporter
WBGene00000174,IPR000425,Major intrinsic protein
WBGene00000174,IPR022357,"Major intrinsic protein, conserved site"
WBGene00000174,IPR023271,Aquaporin-like
WBGene00000174,IPR034294,Aquaporin transporter
WBGene00000175,IPR000425,Major intrinsic protein
WBGene00000175,IPR022357,"Major intrinsic protein, conserved site"
WBGene00000175,IPR023271,Aquaporin-like
WBGene00000176,IPR000425,Major intrinsic protein
WBGene00000176,IPR022357,"Major intrinsic protein, conserved site"
WBGene00000176,IPR023271,Aquaporin-like
WBGene00000176,,
WBGene00000177,IPR016697,Aquaporin 11/12
WBGene00000177,IPR023271,Aquaporin-like
WBGene00000178,IPR016697,Aquaporin 11/12
WBGene00000178,IPR023271,Aquaporin-like
WBGene00000178,IPR031145,Invertebrate aquaporin-10
WBGene00000179,IPR016697,Aquaporin 11/12
WBGene00000179,IPR023271,Aquaporin-like
WBGene00000180,IPR000315,B-box-type zinc finger
WBGene00000180,IPR001841,"Zinc finger, RING-type"
WBGene00000180,IPR003649,"B-box, C-terminal"
WBGene00000180,IPR005225,Small GTP-binding protein domain
WBGene00000180,IPR006689,"Small GTPase superfamily, ARF/SAR type"
WBGene00000180,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00000180,IPR013087,Zinc finger C2H2-type
WBGene00000180,IPR017907,"Zinc finger, RING-type, conserved site"
WBGene00000180,IPR027370,"RING-type zinc-finger, LisH dimerisation motif"
WBGene00000180,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00000181,IPR002347,Short-chain dehydrogenase/reductase SDR
WBGene00000181,IPR020904,"Short-chain dehydrogenase/reductase, conserved site"
WBGene00000181,IPR036291,NAD(P)-binding domain superfamily
WBGene00000182,IPR005225,Small GTP-binding protein domain
WBGene00000182,IPR006689,"Small GTPase superfamily, ARF/SAR type"
WBGene00000182,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00000183,IPR005225,Small GTP-binding protein domain
WBGene00000183,IPR006689,"Small GTPase superfamily, ARF/SAR type"
WBGene00000183,IPR027417,P-loop containing nucleoside triphosphate hydrolase
