Gene stable ID,Interpro ID,Interpro Description,SpectralCounts
WBGene00000301,IPR001612,Caveolin,45
WBGene00000301,IPR031097,"Caveolin-1, invertebrates",45
WBGene00000302,IPR000515,"ABC transporter type 1, transmembrane domain MetI-like",8
WBGene00000302,IPR001612,Caveolin,8
WBGene00000370,,,33
WBGene00000373,IPR001128,Cytochrome P450,5
WBGene00000373,IPR002401,"Cytochrome P450, E-class, group I",5
WBGene00000373,IPR017972,"Cytochrome P450, conserved site",5
WBGene00000373,IPR036396,Cytochrome P450 superfamily,5
WBGene00000376,IPR001611,Leucine-rich repeat,1
WBGene00000376,IPR003591,"Leucine-rich repeat, typical subtype",1
WBGene00000376,IPR005135,Endonuclease/exonuclease/phosphatase,1
WBGene00000376,IPR032675,Leucine-rich repeat domain superfamily,1
WBGene00000376,IPR036691,Endonuclease/exonuclease/phosphatase superfamily,1
WBGene00000377,IPR002194,"Chaperonin TCP-1, conserved site",169
WBGene00000377,IPR002423,Chaperonin Cpn60/TCP-1 family,169
WBGene00000377,IPR012715,"T-complex protein 1, alpha subunit",169
WBGene00000377,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),169
WBGene00000377,IPR027409,GroEL-like apical domain superfamily,169
WBGene00000377,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,169
WBGene00000377,IPR027413,GroEL-like equatorial domain superfamily,169
WBGene00000378,IPR002194,"Chaperonin TCP-1, conserved site",124
WBGene00000378,IPR002423,Chaperonin Cpn60/TCP-1 family,124
WBGene00000378,IPR012716,"T-complex protein 1, beta subunit",124
WBGene00000378,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),124
WBGene00000378,IPR027409,GroEL-like apical domain superfamily,124
WBGene00000378,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,124
WBGene00000378,IPR027413,GroEL-like equatorial domain superfamily,124
WBGene00000379,IPR002194,"Chaperonin TCP-1, conserved site",118
WBGene00000379,IPR002423,Chaperonin Cpn60/TCP-1 family,118
WBGene00000379,IPR012717,"T-complex protein 1, delta subunit",118
WBGene00000379,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),118
WBGene00000379,IPR027409,GroEL-like apical domain superfamily,118
WBGene00000379,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,118
WBGene00000379,IPR027413,GroEL-like equatorial domain superfamily,118
WBGene00000380,IPR002194,"Chaperonin TCP-1, conserved site",78
WBGene00000380,IPR002423,Chaperonin Cpn60/TCP-1 family,78
WBGene00000380,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),78
WBGene00000380,IPR027409,GroEL-like apical domain superfamily,78
WBGene00000380,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,78
WBGene00000380,IPR027413,GroEL-like equatorial domain superfamily,78
WBGene00000381,IPR002194,"Chaperonin TCP-1, conserved site",132
WBGene00000381,IPR002423,Chaperonin Cpn60/TCP-1 family,132
WBGene00000381,IPR012722,"T-complex protein 1, zeta subunit",132
WBGene00000381,IPR017998,Chaperone tailless complex polypeptide 1 (TCP-1),132
WBGene00000381,IPR027409,GroEL-like apical domain superfamily,132
WBGene00000381,IPR027410,TCP-1-like chaperonin intermediate domain superfamily,132
WBGene00000381,IPR027413,GroEL-like equatorial domain superfamily,132
WBGene00000390,IPR001806,Small GTPase,88
WBGene00000390,IPR003578,Small GTPase Rho,88
WBGene00000390,IPR005225,Small GTP-binding protein domain,88
WBGene00000390,IPR027417,P-loop containing nucleoside triphosphate hydrolase,88
WBGene00000390,IPR037874,Cdc42,88
WBGene00000391,IPR002125,Cytidine and deoxycytidylate deaminase domain,2
WBGene00000391,IPR006262,"Cytidine deaminase, homotetrameric",2
WBGene00000391,IPR016192,"APOBEC/CMP deaminase, zinc-binding",2
WBGene00000391,IPR016193,Cytidine deaminase-like,2
WBGene00000392,IPR002125,Cytidine and deoxycytidylate deaminase domain,1
WBGene00000392,IPR006262,"Cytidine deaminase, homotetrameric",1
WBGene00000392,IPR016192,"APOBEC/CMP deaminase, zinc-binding",1
WBGene00000392,IPR016193,Cytidine deaminase-like,1
WBGene00000403,IPR002126,Cadherin-like,2
WBGene00000403,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,2
WBGene00000403,IPR015919,Cadherin-like superfamily,2
WBGene00000403,IPR026914,Calsyntenin,2
WBGene00000405,IPR000719,Protein kinase domain,14
WBGene00000405,IPR008271,"Serine/threonine-protein kinase, active site",14
WBGene00000405,IPR011009,Protein kinase-like domain superfamily,14
WBGene00000405,IPR017441,"Protein kinase, ATP binding site",14
WBGene00000412,IPR012336,Thioredoxin-like fold,3
WBGene00000412,IPR026928,FAX/IsoI-like,3
WBGene00000412,IPR033468,"Metaxin, glutathione S-transferase domain",3
WBGene00000412,IPR036249,Thioredoxin-like superfamily,3
WBGene00000412,IPR036282,"Glutathione S-transferase, C-terminal domain superfamily",3
WBGene00000421,IPR003439,ABC transporter-like,4
WBGene00000421,IPR003593,AAA+ ATPase domain,4
WBGene00000421,IPR017871,"ABC transporter, conserved site",4
WBGene00000421,IPR026082,ABC transporter A,4
WBGene00000421,IPR027417,P-loop containing nucleoside triphosphate hydrolase,4
WBGene00000424,IPR001806,Small GTPase,32
WBGene00000424,IPR003578,Small GTPase Rho,32
WBGene00000424,IPR005225,Small GTP-binding protein domain,32
WBGene00000424,IPR027417,P-loop containing nucleoside triphosphate hydrolase,32
WBGene00000451,IPR000047,Helix-turn-helix motif,1
WBGene00000451,IPR001356,Homeobox domain,1
WBGene00000451,IPR009057,Homeobox-like domain superfamily,1
WBGene00000451,IPR017970,"Homeobox, conserved site",1
WBGene00000451,IPR020479,"Homeobox domain, metazoa",1
WBGene00000465,IPR002557,Chitin binding domain,68
WBGene00000465,IPR036508,Chitin binding domain superfamily,68
WBGene00000472,IPR002059,"Cold-shock protein, DNA-binding",6
WBGene00000472,IPR011129,Cold shock domain,6
WBGene00000472,IPR012340,"Nucleic acid-binding, OB-fold",6
WBGene00000472,IPR019844,Cold-shock (CSD) domain,6
WBGene00000473,IPR002059,"Cold-shock protein, DNA-binding",75
WBGene00000473,IPR011129,Cold shock domain,75
WBGene00000473,IPR012340,"Nucleic acid-binding, OB-fold",75
WBGene00000473,IPR019844,Cold-shock (CSD) domain,75
WBGene00000474,IPR002059,"Cold-shock protein, DNA-binding",20
WBGene00000474,IPR011129,Cold shock domain,20
WBGene00000474,IPR012340,"Nucleic acid-binding, OB-fold",20
WBGene00000474,IPR019844,Cold-shock (CSD) domain,20
WBGene00000475,IPR002059,"Cold-shock protein, DNA-binding",36
WBGene00000475,IPR011129,Cold shock domain,36
WBGene00000475,IPR012340,"Nucleic acid-binding, OB-fold",36
WBGene00000479,IPR000629,"ATP-dependent RNA helicase DEAD-box, conserved site",76
WBGene00000479,IPR001650,"Helicase, C-terminal",76
WBGene00000479,IPR011545,DEAD/DEAH box helicase domain,76
WBGene00000479,IPR014001,"Helicase superfamily 1/2, ATP-binding domain",76
WBGene00000479,IPR014014,"RNA helicase, DEAD-box type, Q motif",76
WBGene00000479,IPR027417,P-loop containing nucleoside triphosphate hydrolase,76
WBGene00000503,IPR001223,"Glycoside hydrolase family 18, catalytic domain",10
WBGene00000503,IPR001579,Glycosyl hydrolases family 18 (GH18) active site,10
WBGene00000503,IPR002557,Chitin binding domain,10
WBGene00000503,IPR011583,Chitinase II,10
WBGene00000503,IPR017853,Glycoside hydrolase superfamily,10
WBGene00000503,IPR029070,Chitinase insertion domain superfamily,10
WBGene00000503,IPR036508,Chitin binding domain superfamily,10
WBGene00000525,IPR009545,"Tight junction protein, claudin-like",22
WBGene00000528,IPR000644,CBS domain,1
WBGene00000528,IPR001807,"Chloride channel, voltage gated",1
WBGene00000528,IPR014743,"Chloride channel, core",1
WBGene00000533,IPR000644,CBS domain,2
WBGene00000533,IPR001807,"Chloride channel, voltage gated",2
WBGene00000533,IPR014743,"Chloride channel, core",2
WBGene00000534,IPR000010,Cystatin domain,13
WBGene00000535,IPR000010,Cystatin domain,65
WBGene00000539,IPR003492,Batten's disease protein Cln3,3
WBGene00000539,IPR018460,"Batten's disease protein Cln3, subgroup",3
WBGene00000539,IPR036259,MFS transporter superfamily,3
WBGene00000541,IPR003492,Batten's disease protein Cln3,6
WBGene00000541,IPR018460,"Batten's disease protein Cln3, subgroup",6
WBGene00000541,IPR036259,MFS transporter superfamily,6
WBGene00000542,IPR000169,"Cysteine peptidase, cysteine active site",13
WBGene00000542,IPR001300,"Peptidase C2, calpain, catalytic domain",13
WBGene00000542,IPR022682,"Peptidase C2, calpain, large subunit, domain III",13
WBGene00000542,IPR022683,"Peptidase C2, calpain, domain III",13
WBGene00000542,IPR022684,"Peptidase C2, calpain family",13
WBGene00000542,IPR033883,Calpain subdomain III,13
WBGene00000542,IPR036213,"Calpain large subunit, domain III superfamily",13
WBGene00000542,IPR038765,Papain-like cysteine peptidase superfamily,13
WBGene00000542,,,13
WBGene00000545,IPR000169,"Cysteine peptidase, cysteine active site",4
WBGene00000545,IPR001300,"Peptidase C2, calpain, catalytic domain",4
WBGene00000545,IPR022682,"Peptidase C2, calpain, large subunit, domain III",4
WBGene00000545,IPR022683,"Peptidase C2, calpain, domain III",4
WBGene00000545,IPR022684,"Peptidase C2, calpain family",4
WBGene00000545,IPR033883,Calpain subdomain III,4
WBGene00000545,IPR036213,"Calpain large subunit, domain III superfamily",4
WBGene00000545,IPR038765,Papain-like cysteine peptidase superfamily,4
WBGene00000547,IPR000169,"Cysteine peptidase, cysteine active site",2
WBGene00000547,IPR001300,"Peptidase C2, calpain, catalytic domain",2
WBGene00000547,IPR022682,"Peptidase C2, calpain, large subunit, domain III",2
WBGene00000547,IPR022683,"Peptidase C2, calpain, domain III",2
WBGene00000547,IPR022684,"Peptidase C2, calpain family",2
WBGene00000547,IPR033883,Calpain subdomain III,2
WBGene00000547,IPR036213,"Calpain large subunit, domain III superfamily",2
WBGene00000547,IPR038765,Papain-like cysteine peptidase superfamily,2
WBGene00000549,IPR011989,Armadillo-like helical,1
WBGene00000549,IPR016024,Armadillo-type fold,1
WBGene00000549,IPR024395,CLASP N-terminal domain,1
WBGene00000549,IPR034085,TOG domain,1
WBGene00000550,IPR007967,GSKIP domain,68
WBGene00000550,IPR011990,Tetratricopeptide-like helical domain superfamily,68
WBGene00000550,IPR023231,GSKIP domain superfamily,68
WBGene00000550,IPR025697,CLU domain,68
WBGene00000550,IPR027523,Clustered mitochondria protein,68
WBGene00000550,IPR028275,"Clustered mitochondria protein, N-terminal",68
WBGene00000550,IPR033646,CLU central domain,68
WBGene00000552,IPR002048,EF-hand domain,7
WBGene00000552,IPR011992,EF-hand domain pair,7
WBGene00000552,IPR018247,"EF-Hand 1, calcium-binding site",7
WBGene00000552,IPR039030,Calmodulin,7
WBGene00000567,IPR001580,Calreticulin/calnexin,42
WBGene00000567,IPR009033,"Calreticulin/calnexin, P domain superfamily",42
WBGene00000567,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,42
WBGene00000567,IPR018124,"Calreticulin/calnexin, conserved site",42
WBGene00000597,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000608,IPR002486,"Nematode cuticle collagen, N-terminal",3
WBGene00000608,IPR008160,Collagen triple helix repeat,3
WBGene00000609,IPR002486,"Nematode cuticle collagen, N-terminal",4
WBGene00000609,IPR008160,Collagen triple helix repeat,4
WBGene00000649,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000649,IPR008160,Collagen triple helix repeat,1
WBGene00000656,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000656,IPR008160,Collagen triple helix repeat,1
WBGene00000665,IPR002486,"Nematode cuticle collagen, N-terminal",19
WBGene00000670,IPR002486,"Nematode cuticle collagen, N-terminal",4
WBGene00000670,IPR008160,Collagen triple helix repeat,4
WBGene00000673,IPR002486,"Nematode cuticle collagen, N-terminal",4
WBGene00000689,IPR008160,Collagen triple helix repeat,1
WBGene00000693,IPR002486,"Nematode cuticle collagen, N-terminal",7
WBGene00000696,IPR002486,"Nematode cuticle collagen, N-terminal",5
WBGene00000698,IPR002486,"Nematode cuticle collagen, N-terminal",2
WBGene00000712,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000713,IPR002486,"Nematode cuticle collagen, N-terminal",4
WBGene00000713,IPR008160,Collagen triple helix repeat,4
WBGene00000722,IPR002486,"Nematode cuticle collagen, N-terminal",14
WBGene00000722,IPR008160,Collagen triple helix repeat,14
WBGene00000739,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000739,IPR008160,Collagen triple helix repeat,1
WBGene00000740,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000740,IPR008160,Collagen triple helix repeat,1
WBGene00000749,IPR002486,"Nematode cuticle collagen, N-terminal",3
WBGene00000751,IPR002486,"Nematode cuticle collagen, N-terminal",1
WBGene00000751,IPR008160,Collagen triple helix repeat,1
WBGene00000754,IPR002486,"Nematode cuticle collagen, N-terminal",2
WBGene00000754,IPR008160,Collagen triple helix repeat,2
WBGene00000772,IPR000504,RNA recognition motif domain,1
WBGene00000772,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily,1
WBGene00000772,IPR032296,"Cytoplasmic polyadenylation element-binding protein, ZZ domain",1
WBGene00000772,IPR034819,Cytoplasmic polyadenylation element-binding protein,1
WBGene00000772,IPR035979,RNA-binding domain superfamily,1
WBGene00000772,IPR038446,"CEBP, ZZ domain superfamily",1
WBGene00000773,IPR001680,WD40 repeat,1
WBGene00000773,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,1
WBGene00000773,IPR017986,WD40-repeat-containing domain,1
WBGene00000773,IPR019775,"WD40 repeat, conserved site",1
WBGene00000773,IPR020472,G-protein beta WD-40 repeat,1
WBGene00000773,IPR032028,"Cleavage stimulation factor subunit 1, dimerisation domain",1
WBGene00000773,IPR036322,WD40-repeat-containing domain superfamily,1
WBGene00000773,IPR038184,"CSTF1, dimerization domain superfamily",1
WBGene00000776,IPR000169,"Cysteine peptidase, cysteine active site",89
WBGene00000776,IPR000668,"Peptidase C1A, papain C-terminal",89
WBGene00000776,IPR013201,Cathepsin propeptide inhibitor domain (I29),89
WBGene00000776,IPR025660,"Cysteine peptidase, histidine active site",89
WBGene00000776,IPR025661,"Cysteine peptidase, asparagine active site",89
WBGene00000776,IPR038765,Papain-like cysteine peptidase superfamily,89
WBGene00000776,IPR039417,Papain-like cysteine endopeptidase,89
WBGene00000777,IPR000557,Calponin repeat,22
WBGene00000777,IPR001715,Calponin homology domain,22
WBGene00000777,IPR003096,Smooth muscle protein/calponin,22
WBGene00000777,IPR036872,CH domain superfamily,22
WBGene00000779,IPR001715,Calponin homology domain,103
WBGene00000779,IPR003096,Smooth muscle protein/calponin,103
WBGene00000779,IPR036872,CH domain superfamily,103
WBGene00000781,IPR000169,"Cysteine peptidase, cysteine active site",286
WBGene00000781,IPR000668,"Peptidase C1A, papain C-terminal",286
WBGene00000781,IPR025660,"Cysteine peptidase, histidine active site",286
WBGene00000781,IPR025661,"Cysteine peptidase, asparagine active site",286
WBGene00000781,IPR038765,Papain-like cysteine peptidase superfamily,286
WBGene00000783,IPR000169,"Cysteine peptidase, cysteine active site",71
WBGene00000783,IPR000668,"Peptidase C1A, papain C-terminal",71
WBGene00000783,IPR025660,"Cysteine peptidase, histidine active site",71
WBGene00000783,IPR025661,"Cysteine peptidase, asparagine active site",71
WBGene00000783,IPR038765,Papain-like cysteine peptidase superfamily,71
WBGene00000784,IPR000169,"Cysteine peptidase, cysteine active site",281
WBGene00000784,IPR000668,"Peptidase C1A, papain C-terminal",281
WBGene00000784,IPR025660,"Cysteine peptidase, histidine active site",281
WBGene00000784,IPR025661,"Cysteine peptidase, asparagine active site",281
WBGene00000784,IPR038765,Papain-like cysteine peptidase superfamily,281
WBGene00000785,IPR000169,"Cysteine peptidase, cysteine active site",207
WBGene00000785,IPR000668,"Peptidase C1A, papain C-terminal",207
WBGene00000785,IPR025660,"Cysteine peptidase, histidine active site",207
WBGene00000785,IPR025661,"Cysteine peptidase, asparagine active site",207
WBGene00000785,IPR038765,Papain-like cysteine peptidase superfamily,207
WBGene00000786,IPR000169,"Cysteine peptidase, cysteine active site",57
WBGene00000786,IPR000668,"Peptidase C1A, papain C-terminal",57
WBGene00000786,IPR025660,"Cysteine peptidase, histidine active site",57
WBGene00000786,IPR025661,"Cysteine peptidase, asparagine active site",57
WBGene00000786,IPR038765,Papain-like cysteine peptidase superfamily,57
WBGene00000788,IPR000668,"Peptidase C1A, papain C-terminal",28
WBGene00000788,IPR025661,"Cysteine peptidase, asparagine active site",28
WBGene00000788,IPR033157,Cathepsin Z,28
WBGene00000788,IPR038765,Papain-like cysteine peptidase superfamily,28
WBGene00000789,IPR000668,"Peptidase C1A, papain C-terminal",45
WBGene00000789,IPR025661,"Cysteine peptidase, asparagine active site",45
WBGene00000789,IPR033157,Cathepsin Z,45
WBGene00000789,IPR038765,Papain-like cysteine peptidase superfamily,45
WBGene00000799,IPR004947,Deoxyribonuclease II,104
WBGene00000800,IPR009080,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding",11
WBGene00000800,IPR015803,Cysteine-tRNA ligase,11
WBGene00000800,IPR024909,Cysteinyl-tRNA synthetase/mycothiol ligase,11
WBGene00000800,IPR032678,"tRNA synthetases class I, catalytic domain",11
WBGene00000802,IPR001580,Calreticulin/calnexin,219
WBGene00000802,IPR009033,"Calreticulin/calnexin, P domain superfamily",219
WBGene00000802,IPR009169,Calreticulin,219
WBGene00000802,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,219
WBGene00000802,IPR018124,"Calreticulin/calnexin, conserved site",219
WBGene00000813,IPR000717,Proteasome component (PCI) domain,4
WBGene00000813,IPR019585,26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1,4
WBGene00000813,IPR033008,COP9 signalosome complex subunit 1,4
